Kalimat,Formalitas
mengapa kaca bisa dibuat dengan kadar kekuatan yang berbeda dari satu bahan yang sama,1
kenapa kaca cermin memberi perlakuan yg berbeda thd cahaya,0
mengapa kaca cermin memberikan perlakuan yang berbeda terhadap cahaya,1
kenapa kaca mempunyai warna hijau alami,0
mengapa mempunyai warna hijau alami,1
mungkin gua bisa jawab bbrp,0
mungkin saya mampu menjawab beberapa,1
kca zat cair yang padat pd suhu kamar,0
kaca adalah zat cair yang padat pada suhu kamar,1
trus bubuk kuarsa vietnam itu ijo kalo indo putih,0
kemudian bubuk kuarsa vietnam berwarna hijau sedangkan indonesia putih,1
jd papan kaca kelas itu kuarsa nya impor,0
jadi papan kaca kelas memiliki bahan dasar kuarsa impor,1
kalo cermin blkgnya ada lapisan alumunium jd entah,0
untuk cermin bagian belakangnya memiliki lapisan aluminium jadi saya tidak tahu,1
eh mand gw blm bs,0
saya belum bisa mandarin,1
jdi takut gabisa ikutin cara bljr kulia,0
saya jadi takut tidak mampu mengikuti cara belajar kuliah,1
lu mau terbangin gua ke bali,0
kamu mau menerbangkan saya ke bali,1
oh brrt impos ke bali,0
oh berarti mustahil ke bali,1
jd target lu apa jason,0
jadi apa targetmu jason,1
mekanisme sbmptn itu gimana si,0
bagaimana mekanisme sbmptn,1
gua juga masi simpang siur,0
saya pun masih kurang yakin,1
ada yg nulis bahwa dia waktu tes sbmptn daftar ke prodi yg berbeda,0
ada ysng menulis bahwa waktu dia tes sbmptn dia mendaftar ke prodi yang berbeda,1
jd ada maksimal tiga jurusan yg lu pilih,0
jadi maksimal kamu memilih tiga jurusan,1
kl ga tembus satu ya jurusan yg lain,0
jika jurusan satu tidak lolos coba jurusan yang lain,1
cb aja liat skema kuliahnya,0
lihat saja skema kuliahnya,1
gua takut ga passion murni gitu,0
saya takut itu bukan bidang passion saya,1
krn gw benci baju formal,0
karena saya benci baju formal,1
trs ade gw nanya begini,0
lalu adik saya bertanya begini,1
ada bahan kimia yg mencegah itu,0
ada bahan kimia untuk mencegah itu,1
kenapa kt gabole telen permen karet,0
mengapa kita tidak boleh menelan permen karet,1
gua bredol stgh kotak permen ksret,0
saya menelan setengah kotak permen karet,1
tp gw g mati tu,0
tapi saya tidak mati,1
lupa gw dia blg apa,0
saya lupa dia bilang apa,1
trs gw diajak debat soal bahan pemanis,0
kemudian saya diajak berdebat tentang bahan pemanis,1
kenapa gula alami kek gt gbs dipake dlm industri makanan olahan,0
mengapa gula alami seperti itu tidak bisa digunakan dalam industri makanan olahan,1
kan industri butuh pemanis dlm jumla besar,0
karena industri butuh pemanis dalam jumlah besar,1
ada urusan sm saraf nnt gmn coba,0
jika ada urusan dengan saraf lalu bagaimana,1
knp catt bio lu ga dilem aja semua jd satu,0
kenapa catatan biologimu tidak dilem saja semua jadi satu,1
org yg un bio pd nguber cat gw,0
orang orang yang un biologi mencari cari catatan saya,1
lu jg gapake cttnnny kan,0
kamu juga tidak menggunakan catatannya kan,1
trus akhirnua posisinya gua yg sala,0
dan akhirnya posisinya saya yang salah,1
karna marahin yg bkin buku gua kenapa,0
karena memarahi yang membuat buku saya kenapa kenapa,1
gua ga kebayang itu gmn kalo terjadi,0
saya tidak bisa membayangkan kalau itu terjadi,1
alasan bku smp dr kls gaad yg gw buang,0
alasan buku dari smp tidak ada yang saya buang,1
gua tau lu ga butuh,0
saya tahu kamu tidak butuh,1
tp w ga percaya org ni bs jaga bku gua dg baik,0
tapi saya tidak percaya orang ini bisa menjaga buku saya dengan baik,1
untuk kasta tinggi mah kimia ato bio,0
kimia atau biologi itu untuk kasta tinggi,1
tp busugi sama gw mala dia blg jangan,0
tapi ibu sugi selalu berkata pada saya jangan,1
sukses mencegah tnp melarang,0
sukses mencegah tanpa memberi larangan,1
eh gw mw bbo ah,0
saya mau tidur,1
gw byk kerjaan hr ni,0
saya banyak kerjaan hari ini,1
notasinya atom dikasi garis atas,0
notasinya adalah atom dengan garis atas,1
buat gw materi ini lbh menarik dr radioaktivitas,0
bagi saya materi ini lebih menarik daripada radioaktivitas,1
sayangnya kim kita ga diajarin itu,0
sayangnya kita tidak diajari itu dalam kimia,1
my brain sama your brain beda level la,0
otakku dan otakmu beda level,1
